report begin date,report end date,published date,commodity,market type,slug id,slug name,report title,final ind,community,variety,region,size,organic,environment,store count,wtd avg price,prior WK store count,prior WK wtd avg price,prior YR store count,prior YR wtd avg price
07/29/2023,08-04-2023,08-04-2023 00:00,mothbeans,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,Cherry Type,Northeast,1 pint package,No,N/A,24,2.99,0,0,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,bananas,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Northwest,per lb,No,N/A,32,0.55,0,0,8,0.69
07/29/2023,08-04-2023,08-04-2023 00:00,mothbeans,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,National,per lb,No,N/A,1185,1.54,2567,2.12,2267,1.76
07/29/2023,08-04-2023,08-04-2023 00:00,mothbeans,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,National,per lb,Yes,N/A,154,2.49,190,2.99,252,3.23
07/29/2023,08-04-2023,08-04-2023 00:00,Lettuce,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,Red Leaf,Northeast,per lb,No,N/A,363,1.67,437,1.43,339,1.59
07/29/2023,08-04-2023,08-04-2023 00:00,Lettuce,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,Red Leaf,Northeast,each,No,N/A,160,1.48,18,1.39,324,1.92
07/29/2023,08-04-2023,08-04-2023 00:00,muskmelon,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,muskmelon & Onions,ROUND RED,National,5 lb bag,No,N/A,323,4.32,1455,3.57,271,4.23
07/29/2023,08-04-2023,08-04-2023 00:00,muskmelon,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,muskmelon & Onions,ROUND RED,National,3 lb bag,No,N/A,32,3.99,77,3.1,7,3.99
07/29/2023,08-04-2023,08-04-2023 00:00,muskmelon,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,muskmelon & Onions,ROUND RED,National,3 lb bag,Yes,N/A,24,4.99,442,4.98,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,Peaches,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,VARIOUS WHITE FLESH VARIETIES,Northwest,per lb,No,N/A,48,2.85,137,2.94,238,1.86
07/29/2023,08-04-2023,08-04-2023 00:00,apple,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,Gala/Royal Gala,Northeast,per lb,Yes,N/A,54,2.19,197,2.47,298,2.42
07/29/2023,08-04-2023,08-04-2023 00:00,apple,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,Gala/Royal Gala,Northeast,per lb,No,N/A,23,1.69,24,2.29,28,1.79
07/29/2023,08-04-2023,08-04-2023 00:00,Lettuce,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,Red Leaf,National,per lb,No,N/A,637,1.79,610,1.35,915,1.69
07/29/2023,08-04-2023,08-04-2023 00:00,Lettuce,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,Red Leaf,National,each,Yes,N/A,154,1.79,577,2.3,278,2.16
07/29/2023,08-04-2023,08-04-2023 00:00,Lettuce,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,Red Leaf,National,each,No,N/A,521,1.54,644,1.59,720,1.71
07/29/2023,08-04-2023,08-04-2023 00:00,Lettuce,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,Red Leaf,Midwest,each,No,N/A,103,1.54,35,1.53,8,1.29
07/29/2023,08-04-2023,08-04-2023 00:00,Lettuce,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,Red Leaf,Midwest,per lb,No,N/A,274,1.96,114,0.99,523,1.78
07/29/2023,08-04-2023,08-04-2023 00:00,Lettuce,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,Red Leaf,Midwest,each,Yes,N/A,13,1.79,0,0,11,1.79
07/29/2023,08-04-2023,08-04-2023 00:00,muskmelon,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,muskmelon & Onions,ROUND RED,Southwest,per lb,No,N/A,107,0.83,9,0.99,23,1.62
07/29/2023,08-04-2023,08-04-2023 00:00,apple,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,Gala/Royal Gala,National,2 lb bag,Yes,N/A,126,4.39,1830,5.58,569,4.79
07/29/2023,08-04-2023,08-04-2023 00:00,apple,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,Gala/Royal Gala,National,per lb,Yes,N/A,54,2.19,197,2.47,348,2.33
07/29/2023,08-04-2023,08-04-2023 00:00,apple,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,Gala/Royal Gala,National,3 lb bag,Yes,N/A,187,4.98,0,0,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,apple,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,Gala/Royal Gala,National,2 lb bag,No,N/A,396,3.92,42,3.51,8,2.99
07/29/2023,08-04-2023,08-04-2023 00:00,Nectarines,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,VARIOUS WHITE FLESH VARIETIES,Southcentral,per lb,No,N/A,68,3.28,551,1.81,272,2.14
07/29/2023,08-04-2023,08-04-2023 00:00,oranges,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,NAVEL,Southeast,4 lb bag,No,N/A,36,5.1,2,5.98,48,5.03
07/29/2023,08-04-2023,08-04-2023 00:00,oranges,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,NAVEL,Southeast,3 lb bag,No,N/A,1222,3.99,342,4.16,477,5.94
07/29/2023,08-04-2023,08-04-2023 00:00,oranges,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,NAVEL,Southeast,each,No,N/A,371,0.88,226,0.66,357,1.15
07/29/2023,08-04-2023,08-04-2023 00:00,Beans,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,ROUND GREEN TYPE,Southcentral,per lb,No,N/A,185,1.62,406,1.58,181,1.65
07/29/2023,08-04-2023,08-04-2023 00:00,Beans,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,ROUND GREEN TYPE,Southeast,per lb,No,N/A,1291,1.98,1723,2.36,18,1.95
07/29/2023,08-04-2023,08-04-2023 00:00,Nectarines,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,VARIOUS WHITE FLESH VARIETIES,Southwest,per lb,No,N/A,484,2.2,450,2.19,152,1.59
07/29/2023,08-04-2023,08-04-2023 00:00,Beans,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,ROUND GREEN TYPE,Northwest,per lb,No,N/A,212,1.99,18,2.76,32,1.98
07/29/2023,08-04-2023,08-04-2023 00:00,Squash,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,GREY,Southwest,per lb,No,N/A,72,0.86,212,1.13,359,0.97
07/29/2023,08-04-2023,08-04-2023 00:00,Beans,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,ROUND GREEN TYPE,Southwest,per lb,No,N/A,24,1.57,17,1.46,8,1.99
07/29/2023,08-04-2023,08-04-2023 00:00,Squash,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,GREY,Northeast,per lb,No,N/A,37,1.49,0,0,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,bananas,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Northeast,per lb,No,N/A,15,0.79,34,0.49,136,0.59
07/29/2023,08-04-2023,08-04-2023 00:00,Cantaloupes,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Southwest,each,Yes,N/A,8,4.99,109,3.89,508,4.63
07/29/2023,08-04-2023,08-04-2023 00:00,Cantaloupes,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Southwest,each,No,N/A,349,3.43,436,3.52,1591,3.14
07/29/2023,08-04-2023,08-04-2023 00:00,Cantaloupes,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Southwest,per lb,No,N/A,332,0.43,833,0.61,280,0.55
07/29/2023,08-04-2023,08-04-2023 00:00,pomegranates,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Northwest,per lb,No,N/A,9,1.48,0,0,206,1.99
07/29/2023,08-04-2023,08-04-2023 00:00,apple,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,PINK LADY/CRIPPS PINK,Northwest,per lb,No,N/A,30,1.23,75,1.8,17,1.49
07/29/2023,08-04-2023,08-04-2023 00:00,watermelon,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,RED FLESH SEEDED TYPE,Southeast,each,No,N/A,466,7,0,0,31,6.85
07/29/2023,08-04-2023,08-04-2023 00:00,Turnip Tops,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,Southeast,1 lb bag,No,N/A,12,2.78,231,3.01,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,Jalapeno Peppers,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,Southwest,per lb,No,N/A,392,0.97,372,0.98,191,0.86
07/29/2023,08-04-2023,08-04-2023 00:00,oranges,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,NAVEL,Northwest,per lb,No,N/A,53,1.89,34,1.64,36,1.99
07/29/2023,08-04-2023,08-04-2023 00:00,Squash,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,GREY,National,per lb,No,N/A,201,0.99,321,1.11,493,0.96
07/29/2023,08-04-2023,08-04-2023 00:00,Nectarines,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,VARIOUS WHITE FLESH VARIETIES,Northwest,per lb,No,N/A,45,2.87,427,1.96,244,1.86
07/29/2023,08-04-2023,08-04-2023 00:00,Beans,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,ROUND GREEN TYPE,National,per lb,No,N/A,2965,1.75,3020,2.01,1132,1.37
07/29/2023,08-04-2023,08-04-2023 00:00,Beans,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,ROUND GREEN TYPE,National,per lb,Yes,N/A,9,1.99,30,2.68,4,2.99
07/29/2023,08-04-2023,08-04-2023 00:00,Nectarines,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,VARIOUS WHITE FLESH VARIETIES,Northeast,per lb,Yes,N/A,9,3.99,8,3.49,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,Nectarines,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,VARIOUS WHITE FLESH VARIETIES,Northeast,per lb,No,N/A,1120,2.7,835,3.06,1527,2.29
07/29/2023,08-04-2023,08-04-2023 00:00,oranges,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,NAVEL,Northeast,3 lb bag,No,N/A,481,4.82,259,4.31,63,4.99
07/29/2023,08-04-2023,08-04-2023 00:00,"Onions, Dry",Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,muskmelon & Onions,YELLOW,Southwest,per lb,No,N/A,83,0.48,30,0.72,172,1.59
07/29/2023,08-04-2023,08-04-2023 00:00,"Onions, Dry",Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,muskmelon & Onions,YELLOW,Southwest,per lb,Yes,N/A,23,1.49,8,2.29,22,1.3
07/29/2023,08-04-2023,08-04-2023 00:00,"Onions, Dry",Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,muskmelon & Onions,YELLOW,Northwest,per lb,Yes,N/A,26,1.49,0,0,19,1.19
07/29/2023,08-04-2023,08-04-2023 00:00,"Onions, Dry",Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,muskmelon & Onions,YELLOW,Northwest,per lb,No,N/A,15,0.94,7,0.89,20,0.99
07/29/2023,08-04-2023,08-04-2023 00:00,"Onions, Dry",Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,muskmelon & Onions,YELLOW,Northeast,2 lb bag,No,N/A,51,1.97,134,1.73,8,2
07/29/2023,08-04-2023,08-04-2023 00:00,"Onions, Dry",Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,muskmelon & Onions,YELLOW,Northeast,3 lb bag,No,N/A,715,2.82,609,2.98,267,2.99
07/29/2023,08-04-2023,08-04-2023 00:00,"Onions, Dry",Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,muskmelon & Onions,YELLOW,Northeast,per lb,No,N/A,37,0.99,30,1.21,72,1.49
07/29/2023,08-04-2023,08-04-2023 00:00,"Onions, Dry",Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,muskmelon & Onions,YELLOW,Northeast,2 lb bag,Yes,N/A,24,3.99,24,3.99,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,"Onions, Dry",Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,muskmelon & Onions,YELLOW,National,3 lb bag,No,N/A,3444,2.99,1208,2.83,1488,2.98
07/29/2023,08-04-2023,08-04-2023 00:00,Corn-Sweet,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,Southwest,each,No,N/A,617,0.5,243,0.5,1041,0.52
07/29/2023,08-04-2023,08-04-2023 00:00,Lettuce,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,Boston,Southwest,each,No,N/A,8,1.79,0,0,9,3.99
07/29/2023,08-04-2023,08-04-2023 00:00,Lettuce,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,Romaine (Hearts),Southwest,3 count,Yes,N/A,20,2.98,20,3,69,3.99
07/29/2023,08-04-2023,08-04-2023 00:00,maize,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,Northwest,per bunch,No,N/A,84,1.45,95,1.53,9,1.5
07/29/2023,08-04-2023,08-04-2023 00:00,rice,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Southwest,6 oz package,Yes,N/A,195,3.62,93,2.78,12,4.32
07/29/2023,08-04-2023,08-04-2023 00:00,rice,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Southwest,1 pint package,Yes,N/A,192,3.56,447,4.46,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,rice,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Southwest,18 oz package,No,N/A,922,4.2,478,5.53,510,4.59
07/29/2023,08-04-2023,08-04-2023 00:00,Sweet muskmelon,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,Southeast,per lb,No,N/A,162,0.78,125,0.87,821,0.88
07/29/2023,08-04-2023,08-04-2023 00:00,rice,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Southwest,1 pint package,No,N/A,299,2.93,129,2.03,662,3.29
07/29/2023,08-04-2023,08-04-2023 00:00,rice,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Northwest,18 oz package,Yes,N/A,142,6.12,129,6.9,3,5.98
07/29/2023,08-04-2023,08-04-2023 00:00,Cilantro,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,Southwest,per bunch,Yes,N/A,14,1.69,0,0,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,Lemons,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Southwest,each,No,N/A,616,0.82,352,1,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,Lemons,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Southwest,per lb,No,N/A,46,0.5,116,0.7,47,0.99
07/29/2023,08-04-2023,08-04-2023 00:00,Lemons,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Southwest,2 lb bag,Yes,N/A,14,3.99,8,4.99,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,watermelon,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,RED FLESH SEEDED TYPE,Southwest,per lb,No,N/A,62,0.31,55,0.25,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,Cantaloupes,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Northwest,per lb,Yes,N/A,50,1.31,16,1.29,11,1.49
07/29/2023,08-04-2023,08-04-2023 00:00,Cantaloupes,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Northwest,per lb,No,N/A,27,0.56,182,0.7,72,0.68
07/29/2023,08-04-2023,08-04-2023 00:00,Turnip Tops,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,Northeast,per lb,No,N/A,162,0.99,0,0,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,watermelon,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,RED FLESH SEEDED TYPE,Northeast,each,No,N/A,17,7.99,0,0,228,6.32
07/29/2023,08-04-2023,08-04-2023 00:00,watermelon,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,RED FLESH SEEDED TYPE,Northeast,per lb,No,N/A,16,0.79,0,0,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,Turnip Tops,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,National,1 lb bag,No,N/A,12,2.78,231,3.01,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,Turnip Tops,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,National,per lb,No,N/A,169,0.99,0,0,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,watermelon,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,RED FLESH SEEDED TYPE,National,each,No,N/A,483,7.03,48,5.66,333,6.28
07/29/2023,08-04-2023,08-04-2023 00:00,watermelon,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,RED FLESH SEEDED TYPE,National,per lb,No,N/A,111,0.41,100,0.29,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,Jalapeno Peppers,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,Northwest,per lb,No,N/A,14,0.99,43,1.72,172,1.44
07/29/2023,08-04-2023,08-04-2023 00:00,Cilantro,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,Southwest,per bunch,No,N/A,506,1.19,652,1.14,240,0.68
07/29/2023,08-04-2023,08-04-2023 00:00,Papaya,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,D'ANJOU,Northwest,per lb,Yes,N/A,81,1.98,0,0,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,Cilantro,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,Northwest,per bunch,No,N/A,39,0.97,11,0.99,37,1.09
07/29/2023,08-04-2023,08-04-2023 00:00,Corn-Sweet,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,Northwest,each,No,N/A,353,0.67,469,0.62,301,0.7
07/29/2023,08-04-2023,08-04-2023 00:00,apple,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,PINK LADY/CRIPPS PINK,Northeast,per lb,Yes,N/A,8,2.79,0,0,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,pomegranates,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Northeast,per lb,No,N/A,322,2.99,8,3.99,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,Cantaloupes,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,National,each,Yes,N/A,246,3.28,606,3.76,678,4.66
07/29/2023,08-04-2023,08-04-2023 00:00,Cantaloupes,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,National,each,No,N/A,2553,2.98,7812,2.83,6759,3.25
07/29/2023,08-04-2023,08-04-2023 00:00,Cantaloupes,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,National,per lb,No,N/A,434,0.47,1150,0.62,653,0.79
07/29/2023,08-04-2023,08-04-2023 00:00,Jalapeno Peppers,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,National,per lb,No,N/A,918,1.05,805,1.12,1906,1.27
07/29/2023,08-04-2023,08-04-2023 00:00,Cantaloupes,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,National,per lb,Yes,N/A,50,1.31,21,1.22,11,1.49
07/29/2023,08-04-2023,08-04-2023 00:00,Lemons,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,Northwest,each,No,N/A,96,0.54,43,0.56,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,Papaya,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,D'ANJOU,National,per lb,Yes,N/A,81,1.98,0,0,1,2.29
07/29/2023,08-04-2023,08-04-2023 00:00,Papaya,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,D'ANJOU,National,per lb,No,N/A,24,2.49,45,1.73,30,1.5
07/29/2023,08-04-2023,08-04-2023 00:00,Lettuce,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,Boston,National,each,No,N/A,8,1.79,93,1.6,65,1.96
07/29/2023,08-04-2023,08-04-2023 00:00,pomegranates,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,N/A,National,per lb,No,N/A,349,2.98,58,2.93,396,2.47
07/29/2023,08-04-2023,08-04-2023 00:00,Collards,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,Southeast,per lb,No,N/A,3,1.49,0,0,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,Corn-Sweet,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,Southeast,each,No,N/A,783,0.51,1319,0.37,1580,0.44
07/29/2023,08-04-2023,08-04-2023 00:00,Collards,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,Southeast,1 lb bag,No,N/A,12,2.78,231,3.01,453,3
07/29/2023,08-04-2023,08-04-2023 00:00,apple,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,PINK LADY/CRIPPS PINK,National,3 lb bag,No,N/A,294,5.07,756,4.49,430,4.05
07/29/2023,08-04-2023,08-04-2023 00:00,apple,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,PINK LADY/CRIPPS PINK,National,per lb,No,N/A,847,1.9,913,1.38,194,1.61
07/29/2023,08-04-2023,08-04-2023 00:00,apple,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Fruit,PINK LADY/CRIPPS PINK,National,2 lb bag,No,N/A,30,3,67,1.93,0,0
07/29/2023,08-04-2023,08-04-2023 00:00,Turnip Tops,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,Vegetables,N/A,Midwest,per lb,No,N/A,7,0.99,0,0,0,0
